ID,TERM_NAME,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE
PI0303,Fall 2022,Cawsey,Archy,Science,"Biological Sciences, BS",Y
PI0367,Fall 2019,Cawsey,Joseph,Agriculture,"Animal Sciences, BS",Y
PI0367,Fall 2020,Cawsey,Joseph,Agriculture,"Animal Sciences, BS",Y
PI0367,Fall 2021,Cawsey,Joseph,Agriculture,"Animal Sciences, BS",Y
PI2568,Fall 2019,Celez,Zeke,Engineering,"Computer Science, BS",Y
PI2568,Fall 2020,Celez,Zeke,Engineering,"Computer Science, BS",Y
PI2699,Fall 2019,Celle,Bendix,Science,"Biological Sciences, BS",Y
PI2699,Fall 2020,Celle,Bendix,Science,"Biological Sciences, BS",Y
PI2699,Fall 2021,Celle,Bendix,Science,"Biological Sciences, BS",Y
PI2699,Fall 2022,Celle,Bendix,Science,"Biological Sciences, BS",Y
PI0041,Fall 2020,Celler,Katuscha,Human Sciences & Education,"Kinesiology, BS",N
PI0041,Fall 2021,Celler,Katuscha,Human Sciences & Education,"Kinesiology, BS",N
PI0041,Fall 2022,Celler,Katuscha,Human Sciences & Education,"Kinesiology, BS",N
PI1561,Fall 2018,Cescoti,Myrle,Human Sciences & Education,"Kinesiology, BS",Y
PI1561,Fall 2019,Cescoti,Myrle,Human Sciences & Education,"Kinesiology, BS",Y
PI1561,Fall 2020,Cescoti,Myrle,Human Sciences & Education,"Kinesiology, BS",Y
PI1806,Fall 2018,Chadwyck,Leupold,Science,"Biological Sciences, BS",Y
PI1806,Fall 2019,Chadwyck,Leupold,Science,"Biological Sciences, BS",Y
PI1806,Fall 2020,Chadwyck,Leupold,Science,"Biological Sciences, BS",Y
PI2609,Fall 2021,Chaim,Dunc,Science,"Biological Sciences, BS",Y
PI2609,Fall 2022,Chaim,Dunc,Science,"Biological Sciences, BS",Y
PI0219,Fall 2022,Chalmers,Doralynn,Business,"Marketing, BS",N
PI0192,Fall 2021,Champain,Aeriel,Engineering,"Mechanical Engineering, BS in",N
PI0192,Fall 2022,Champain,Aeriel,Engineering,"Mechanical Engineering, BS in",N
PI1070,Fall 2019,Chansonnau,Claiborn,Mass Communication,"Mass Communication, BA in",Y
PI1070,Fall 2020,Chansonnau,Claiborn,Mass Communication,"Mass Communication, BA in",Y
PI1070,Fall 2021,Chansonnau,Claiborn,Mass Communication,"Mass Communication, BA in",Y
PI1070,Fall 2022,Chansonnau,Claiborn,Mass Communication,"Mass Communication, BA in",Y
PI0588,Fall 2019,Chant,Ruben,Engineering,"Computer Science, BS",Y
PI0588,Fall 2020,Chant,Ruben,Engineering,"Computer Science, BS",Y
PI1434,Fall 2018,Chantree,Scot,Mass Communication,"Mass Communication, BA in",N
PI2157,Fall 2018,Chappel,Orsola,Engineering,"Computer Science, BS",Y
PI2157,Fall 2019,Chappel,Orsola,Engineering,"Computer Science, BS",Y
PI2157,Fall 2020,Chappel,Orsola,Engineering,"Computer Science, BS",Y
PI2157,Fall 2021,Chappel,Orsola,Engineering,"Computer Science, BS",Y
PI2157,Fall 2022,Chappel,Orsola,Engineering,"Computer Science, BS",Y
PI1982,Fall 2019,Charlewood,Claudell,Mass Communication,"Mass Communication, BA in",Y
PI1982,Fall 2020,Charlewood,Claudell,Mass Communication,"Mass Communication, BA in",Y
PI1982,Fall 2021,Charlewood,Claudell,Mass Communication,"Mass Communication, BA in",Y
PI1982,Fall 2022,Charlewood,Claudell,Mass Communication,"Mass Communication, BA in",Y
PI1631,Fall 2018,Charrett,Jamil,Human Sciences & Education,"Kinesiology, BS",N
PI1631,Fall 2019,Charrett,Jamil,Human Sciences & Education,"Kinesiology, BS",N
PI1631,Fall 2020,Charrett,Jamil,Human Sciences & Education,"Kinesiology, BS",N
PI1631,Fall 2021,Charrett,Jamil,Human Sciences & Education,"Kinesiology, BS",N
PI1631,Fall 2022,Charrett,Jamil,Human Sciences & Education,"Kinesiology, BS",N
PI0992,Fall 2022,Charte,Marj,Human Sciences & Education,"Kinesiology, BS",Y
PI1594,Fall 2020,Chason,Sherline,Agriculture,"Animal Sciences, BS",Y
PI1594,Fall 2021,Chason,Sherline,Agriculture,"Animal Sciences, BS",Y
PI1594,Fall 2022,Chason,Sherline,Agriculture,"Animal Sciences, BS",Y
PI2846,Fall 2021,Chatburn,Edin,Agriculture,"Animal Sciences, BS",Y
PI2846,Fall 2022,Chatburn,Edin,Agriculture,"Animal Sciences, BS",Y
PI0665,Fall 2018,Chatenier,Freeman,Human Sciences & Education,"Kinesiology, BS",Y
PI0665,Fall 2019,Chatenier,Freeman,Human Sciences & Education,"Kinesiology, BS",Y
PI0665,Fall 2020,Chatenier,Freeman,Human Sciences & Education,"Kinesiology, BS",Y
PI0665,Fall 2021,Chatenier,Freeman,Human Sciences & Education,"Kinesiology, BS",Y
PI0285,Fall 2018,Chatin,Rosana,Science,"Biological Sciences, BS",Y
PI0285,Fall 2019,Chatin,Rosana,Science,"Biological Sciences, BS",Y
PI0285,Fall 2020,Chatin,Rosana,Science,"Biological Sciences, BS",Y
PI1966,Fall 2018,Cheasman,Leupold,Business,"Marketing, BS",Y
PI1966,Fall 2019,Cheasman,Leupold,Business,"Marketing, BS",Y
PI0253,Fall 2020,Cheasman,Martelle,Human Sciences & Education,"Kinesiology, BS",N
PI0253,Fall 2021,Cheasman,Martelle,Human Sciences & Education,"Kinesiology, BS",N
PI0253,Fall 2022,Cheasman,Martelle,Human Sciences & Education,"Kinesiology, BS",N
PI2472,Fall 2021,Checci,Howard,Agriculture,"Animal Sciences, BS",Y
PI2472,Fall 2022,Checci,Howard,Agriculture,"Animal Sciences, BS",Y
PI1768,Fall 2018,Cheetam,Francoise,Business,"Marketing, BS",Y
PI1768,Fall 2019,Cheetam,Francoise,Business,"Marketing, BS",Y
PI1768,Fall 2020,Cheetam,Francoise,Business,"Marketing, BS",Y
PI1768,Fall 2021,Cheetam,Francoise,Business,"Marketing, BS",Y
PI2786,Fall 2020,Chelam,Paxton,Mass Communication,"Mass Communication, BA in",Y
PI2346,Fall 2021,Chelley,Magdalene,Science,"Biological Sciences, BS",Y
PI2346,Fall 2022,Chelley,Magdalene,Science,"Biological Sciences, BS",Y
PI2264,Fall 2018,Cherm,Arlin,Human Sciences & Education,"Kinesiology, BS",Y
PI1616,Fall 2020,Cherm,Rorke,Engineering,"Computer Science, BS",Y
PI1616,Fall 2021,Cherm,Rorke,Engineering,"Computer Science, BS",Y
PI1616,Fall 2022,Cherm,Rorke,Engineering,"Computer Science, BS",Y
PI2006,Fall 2022,Chesson,Eddy,Science,"Biological Sciences, BS",Y
PI0860,Fall 2021,Chesterman,Doloritas,Engineering,"Mechanical Engineering, BS in",Y
PI0860,Fall 2022,Chesterman,Doloritas,Engineering,"Mechanical Engineering, BS in",Y
PI0834,Fall 2022,Chevers,Keene,Science,"Biological Sciences, BS",Y
PI0450,Fall 2018,Cheves,Gracie,Engineering,"Computer Science, BS",Y
PI0450,Fall 2019,Cheves,Gracie,Engineering,"Computer Science, BS",Y
PI0450,Fall 2020,Cheves,Gracie,Engineering,"Computer Science, BS",Y
PI2277,Fall 2020,Chewter,Hugo,Engineering,"Mechanical Engineering, BS in",Y
PI2277,Fall 2021,Chewter,Hugo,Engineering,"Mechanical Engineering, BS in",Y
PI2277,Fall 2022,Chewter,Hugo,Engineering,"Mechanical Engineering, BS in",Y
PI1944,Fall 2018,Chicchelli,Caroljean,Human Sciences & Education,"Kinesiology, BS",Y
PI1944,Fall 2019,Chicchelli,Caroljean,Human Sciences & Education,"Kinesiology, BS",Y
PI1944,Fall 2020,Chicchelli,Caroljean,Human Sciences & Education,"Kinesiology, BS",Y
PI0207,Fall 2019,Chicchetto,Heather,Business,"Marketing, BS",Y
PI0207,Fall 2020,Chicchetto,Heather,Business,"Marketing, BS",Y
PI0207,Fall 2022,Chicchetto,Heather,Business,"Marketing, BS",Y
PI0381,Fall 2020,Chieze,Naoma,Engineering,"Computer Science, BS",Y
PI0381,Fall 2021,Chieze,Naoma,Engineering,"Computer Science, BS",Y
PI0381,Fall 2022,Chieze,Naoma,Engineering,"Computer Science, BS",Y
PI0963,Fall 2021,Chilles,Lib,Mass Communication,"Mass Communication, BA in",Y
PI0963,Fall 2022,Chilles,Lib,Mass Communication,"Mass Communication, BA in",Y
PI1260,Fall 2022,Chillingsworth,Kennett,Mass Communication,"Mass Communication, BA in",Y
PI2269,Fall 2021,Chinnery,Salaidh,Mass Communication,"Mass Communication, BA in",N
PI2269,Fall 2022,Chinnery,Salaidh,Mass Communication,"Mass Communication, BA in",N
PI0469,Fall 2021,Chiverstone,Ker,Science,"Mathematics, BS",Y
PI2899,Fall 2021,Choak,Loree,Agriculture,"Animal Sciences, BS",Y
PI2899,Fall 2022,Choak,Loree,Agriculture,"Animal Sciences, BS",Y
PI1697,Fall 2018,Choake,Kitty,Human Sciences & Education,"Kinesiology, BS",Y
PI1697,Fall 2019,Choake,Kitty,Human Sciences & Education,"Kinesiology, BS",Y
PI2266,Fall 2019,Cholonin,Paola,Engineering,"Computer Science, BS",Y
PI2266,Fall 2020,Cholonin,Paola,Engineering,"Computer Science, BS",Y
PI2266,Fall 2021,Cholonin,Paola,Engineering,"Computer Science, BS",Y
PI2266,Fall 2022,Cholonin,Paola,Engineering,"Computer Science, BS",Y
PI0592,Fall 2021,Cholton,Waverly,Mass Communication,"Mass Communication, BA in",N
PI0592,Fall 2022,Cholton,Waverly,Mass Communication,"Mass Communication, BA in",Y
PI2318,Fall 2019,Chooter,Phylis,Mass Communication,"Mass Communication, BA in",Y
PI0885,Fall 2018,Choulerton,Onofredo,Business,"Marketing, BS",N
PI0488,Fall 2018,Christian,Agneta,Mass Communication,"Mass Communication, BA in",Y
PI0488,Fall 2019,Christian,Agneta,Mass Communication,"Mass Communication, BA in",Y
PI0488,Fall 2020,Christian,Agneta,Mass Communication,"Mass Communication, BA in",Y
PI2338,Fall 2018,Christol,Livy,Engineering,"Mechanical Engineering, BS in",Y
PI2338,Fall 2019,Christol,Livy,Engineering,"Mechanical Engineering, BS in",Y
PI2552,Fall 2022,Christophe,Sutherland,Human Sciences & Education,"Kinesiology, BS",Y
PI1261,Fall 2020,Chugg,Gustie,Mass Communication,"Mass Communication, BA in",Y
PI1261,Fall 2021,Chugg,Gustie,Mass Communication,"Mass Communication, BA in",Y
PI1261,Fall 2022,Chugg,Gustie,Mass Communication,"Mass Communication, BA in",Y
PI0613,Fall 2019,Churchill,Jacqui,Mass Communication,"Mass Communication, BA in",Y
PI0613,Fall 2020,Churchill,Jacqui,Mass Communication,"Mass Communication, BA in",Y
PI0613,Fall 2021,Churchill,Jacqui,Mass Communication,"Mass Communication, BA in",Y
PI1351,Fall 2019,Churchill,Kristoforo,Mass Communication,"Mass Communication, BA in",Y
PI1351,Fall 2020,Churchill,Kristoforo,Mass Communication,"Mass Communication, BA in",Y
PI1351,Fall 2021,Churchill,Kristoforo,Mass Communication,"Mass Communication, BA in",Y
PI1351,Fall 2022,Churchill,Kristoforo,Mass Communication,"Mass Communication, BA in",Y
PI0257,Fall 2018,Ciobutaru,Aloise,Human Sciences & Education,"Kinesiology, BS",Y
PI0257,Fall 2019,Ciobutaru,Aloise,Human Sciences & Education,"Kinesiology, BS",Y
PI0257,Fall 2020,Ciobutaru,Aloise,Human Sciences & Education,"Kinesiology, BS",Y
PI0249,Fall 2019,Ciraldo,Lynn,Engineering,"Mechanical Engineering, BS in",Y
PI0249,Fall 2020,Ciraldo,Lynn,Engineering,"Mechanical Engineering, BS in",Y
PI0249,Fall 2021,Ciraldo,Lynn,Engineering,"Mechanical Engineering, BS in",Y
PI0249,Fall 2022,Ciraldo,Lynn,Engineering,"Mechanical Engineering, BS in",Y
PI2462,Fall 2019,Ciric,Giraldo,Mass Communication,"Mass Communication, BA in",N
PI2462,Fall 2020,Ciric,Giraldo,Mass Communication,"Mass Communication, BA in",N
PI2995,Fall 2021,Clabburn,Katrinka,Science,"Biological Sciences, BS",Y
PI2995,Fall 2022,Clabburn,Katrinka,Science,"Biological Sciences, BS",Y
PI0042,Fall 2018,Clack,Vyky,Human Sciences & Education,"Kinesiology, BS",Y
PI0042,Fall 2019,Clack,Vyky,Human Sciences & Education,"Kinesiology, BS",Y
PI0438,Fall 2022,Clamp,Nickolaus,Science,"Biological Sciences, BS",N
PI1410,Fall 2018,Clancy,Hale,Engineering,"Mechanical Engineering, BS in",Y
PI0409,Fall 2018,Clardge,Sabina,Science,"Biological Sciences, BS",Y
PI0409,Fall 2019,Clardge,Sabina,Science,"Biological Sciences, BS",Y
PI0409,Fall 2020,Clardge,Sabina,Science,"Biological Sciences, BS",Y
PI1729,Fall 2021,Clatworthy,Mabelle,Mass Communication,"Mass Communication, BA in",Y
PI0084,Fall 2018,Clavering,Erik,Science,"Chemistry, BS",Y
PI0685,Fall 2021,Clayal,Davita,Agriculture,"Animal Sciences, BS",N
PI0442,Fall 2018,Claybourn,Piper,Human Sciences & Education,"Kinesiology, BS",Y
PI0442,Fall 2019,Claybourn,Piper,Human Sciences & Education,"Kinesiology, BS",Y
PI0442,Fall 2020,Claybourn,Piper,Human Sciences & Education,"Kinesiology, BS",Y
PI2314,Fall 2022,Clayfield,Ediva,Engineering,"Mechanical Engineering, BS in",N
PI1148,Fall 2021,Cleaves,Geri,Science,"Biological Sciences, BS",Y
PI1148,Fall 2022,Cleaves,Geri,Science,"Biological Sciences, BS",Y
PI1421,Fall 2018,Clell,Jock,Mass Communication,"Mass Communication, BA in",Y
PI1421,Fall 2019,Clell,Jock,Mass Communication,"Mass Communication, BA in",Y
PI1421,Fall 2020,Clell,Jock,Mass Communication,"Mass Communication, BA in",Y
PI1421,Fall 2021,Clell,Jock,Mass Communication,"Mass Communication, BA in",Y
PI2526,Fall 2018,Clemett,Lizbeth,Engineering,"Mechanical Engineering, BS in",Y
PI1180,Fall 2021,Clemot,Charlot,Science,"Biological Sciences, BS",Y
PI1180,Fall 2022,Clemot,Charlot,Science,"Biological Sciences, BS",Y
PI1562,Fall 2021,Clendinning,Rochella,Business,"Marketing, BS",Y
PI1562,Fall 2022,Clendinning,Rochella,Business,"Marketing, BS",Y
PI0762,Fall 2020,Click,Stavro,Human Sciences & Education,"Kinesiology, BS",Y
PI1311,Fall 2018,Clifford,Abigale,Science,"Biological Sciences, BS",Y
PI1311,Fall 2019,Clifford,Abigale,Science,"Biological Sciences, BS",Y
PI1311,Fall 2020,Clifford,Abigale,Science,"Biological Sciences, BS",Y
PI2333,Fall 2018,Clipsham,Darnell,Mass Communication,"Mass Communication, BA in",Y
PI2333,Fall 2019,Clipsham,Darnell,Mass Communication,"Mass Communication, BA in",Y
PI2333,Fall 2020,Clipsham,Darnell,Mass Communication,"Mass Communication, BA in",Y
PI2383,Fall 2020,Clipston,Devonna,Mass Communication,"Mass Communication, BA in",Y
PI1444,Fall 2018,Cliss,Amalee,Science,"Mathematics, BS",Y
PI1510,Fall 2018,Cloney,Erwin,Business,"Marketing, BS",Y
PI2816,Fall 2022,Clows,Jonathan,Human Sciences & Education,"Kinesiology, BS",N
PI1685,Fall 2018,Cloy,Laurella,Human Sciences & Education,"Kinesiology, BS",Y
PI2201,Fall 2018,Clucas,Dasie,Engineering,"Computer Science, BS",Y
PI1877,Fall 2019,Clucas,Traci,Science,"Biological Sciences, BS",Y
PI1877,Fall 2020,Clucas,Traci,Science,"Biological Sciences, BS",Y
PI1877,Fall 2021,Clucas,Traci,Science,"Biological Sciences, BS",Y
PI0716,Fall 2018,Cobbe,Dallas,Agriculture,"Animal Sciences, BS",Y
PI0716,Fall 2019,Cobbe,Dallas,Agriculture,"Animal Sciences, BS",Y
PI1860,Fall 2022,Cockerell,Germana,Engineering,"Computer Science, BS",Y
PI0499,Fall 2021,Cockerham,Mathilde,Human Sciences & Education,"Kinesiology, BS",N
PI0499,Fall 2022,Cockerham,Mathilde,Human Sciences & Education,"Kinesiology, BS",N
PI2498,Fall 2018,Cockshott,Ilsa,Business,"Marketing, BS",Y
PI2498,Fall 2019,Cockshott,Ilsa,Business,"Marketing, BS",Y
PI2498,Fall 2020,Cockshott,Ilsa,Business,"Marketing, BS",Y
PI2498,Fall 2021,Cockshott,Ilsa,Business,"Marketing, BS",Y
PI1645,Fall 2020,Cockshutt,Miguel,Human Sciences & Education,"Kinesiology, BS",Y
PI1645,Fall 2021,Cockshutt,Miguel,Human Sciences & Education,"Kinesiology, BS",Y
PI0020,Fall 2018,Cockshutt,Oneida,Human Sciences & Education,"Kinesiology, BS",Y
PI0020,Fall 2019,Cockshutt,Oneida,Human Sciences & Education,"Kinesiology, BS",Y
PI0020,Fall 2020,Cockshutt,Oneida,Human Sciences & Education,"Kinesiology, BS",Y
PI0020,Fall 2021,Cockshutt,Oneida,Human Sciences & Education,"Kinesiology, BS",Y
PI0200,Fall 2019,Coe,Fonzie,Engineering,"Computer Science, BS",N
PI0200,Fall 2020,Coe,Fonzie,Engineering,"Computer Science, BS",N
PI0200,Fall 2021,Coe,Fonzie,Engineering,"Computer Science, BS",N
PI0200,Fall 2022,Coe,Fonzie,Engineering,"Computer Science, BS",N
PI0013,Fall 2019,Cogswell,Bibby,Human Sciences & Education,"Kinesiology, BS",Y
PI0013,Fall 2020,Cogswell,Bibby,Human Sciences & Education,"Kinesiology, BS",Y
PI1988,Fall 2020,Cohr,Gwenni,Human Sciences & Education,"Kinesiology, BS",Y
PI1988,Fall 2021,Cohr,Gwenni,Human Sciences & Education,"Kinesiology, BS",Y
PI1988,Fall 2022,Cohr,Gwenni,Human Sciences & Education,"Kinesiology, BS",Y
PI0739,Fall 2018,Cohrs,Murielle,Engineering,"Computer Science, BS",Y
PI0739,Fall 2019,Cohrs,Murielle,Engineering,"Computer Science, BS",Y
PI0500,Fall 2018,Coils,Dorey,Humanities & Social Sciences,"English, BA",Y
PI0500,Fall 2019,Coils,Dorey,Humanities & Social Sciences,"English, BA",Y
PI1605,Fall 2021,Colbourne,Daria,Mass Communication,"Mass Communication, BA in",Y
PI1605,Fall 2022,Colbourne,Daria,Mass Communication,"Mass Communication, BA in",Y
PI2800,Fall 2020,Colbourne,Shellysheldon,Agriculture,"Animal Sciences, BS",Y
PI2800,Fall 2021,Colbourne,Shellysheldon,Agriculture,"Animal Sciences, BS",Y
PI0836,Fall 2022,Coleby,Salim,Science,"Biological Sciences, BS",N
PI1419,Fall 2020,Collecott,Rafaello,Science,"Mathematics, BS",Y
PI1419,Fall 2021,Collecott,Rafaello,Science,"Mathematics, BS",Y
PI1419,Fall 2022,Collecott,Rafaello,Science,"Mathematics, BS",Y
PI1813,Fall 2018,Colleer,Glenn,Business,"Marketing, BS",N
PI1813,Fall 2019,Colleer,Glenn,Business,"Marketing, BS",N
PI2829,Fall 2022,Colliford,Kylie,Human Sciences & Education,"Kinesiology, BS",Y
PI1146,Fall 2018,Collihole,Pieter,Mass Communication,"Mass Communication, BA in",Y
PI0224,Fall 2019,Collum,Sholom,Science,"Mathematics, BS",Y
PI0224,Fall 2020,Collum,Sholom,Science,"Mathematics, BS",Y
PI0224,Fall 2021,Collum,Sholom,Science,"Mathematics, BS",Y
PI2931,Fall 2018,Colly,Marlo,Science,"Biological Sciences, BS",Y
PI0159,Fall 2022,Coltherd,Arlette,Science,"Biological Sciences, BS",Y
PI0105,Fall 2020,Comer,Pierson,Engineering,"Mechanical Engineering, BS in",Y
PI0105,Fall 2021,Comer,Pierson,Engineering,"Mechanical Engineering, BS in",Y
PI0105,Fall 2022,Comer,Pierson,Engineering,"Mechanical Engineering, BS in",Y
PI2156,Fall 2022,Comoletti,Staford,Human Sciences & Education,"Kinesiology, BS",Y
PI2759,Fall 2021,Compton,Ottilie,Human Sciences & Education,"Kinesiology, BS",N
PI2759,Fall 2022,Compton,Ottilie,Human Sciences & Education,"Kinesiology, BS",N
PI1952,Fall 2018,Condy,Findley,Human Sciences & Education,"Kinesiology, BS",Y
PI1952,Fall 2019,Condy,Findley,Human Sciences & Education,"Kinesiology, BS",Y
PI1199,Fall 2018,Conklin,Gordon,Engineering,"Mechanical Engineering, BS in",Y
PI0748,Fall 2019,Connick,Genevieve,Mass Communication,"Mass Communication, BA in",Y
PI0748,Fall 2020,Connick,Genevieve,Mass Communication,"Mass Communication, BA in",Y
PI0748,Fall 2021,Connick,Genevieve,Mass Communication,"Mass Communication, BA in",Y
PI0748,Fall 2022,Connick,Genevieve,Mass Communication,"Mass Communication, BA in",Y
PI0704,Fall 2020,Connikie,Isabeau,Human Sciences & Education,"Kinesiology, BS",Y
PI1406,Fall 2018,Connors,Janene,Engineering,"Computer Science, BS",Y
PI1406,Fall 2019,Connors,Janene,Engineering,"Computer Science, BS",N
PI0919,Fall 2022,Connue,Merill,Science,"Biological Sciences, BS",Y
PI2574,Fall 2019,Copner,Jennie,Science,"Biological Sciences, BS",Y
PI2370,Fall 2018,Corcoran,Clementius,Human Sciences & Education,"Kinesiology, BS",Y
PI0966,Fall 2022,Corder,Ignace,Mass Communication,"Mass Communication, BA in",Y
PI2543,Fall 2019,Cordet,Berkie,Engineering,"Computer Science, BS",Y
PI2543,Fall 2020,Cordet,Berkie,Engineering,"Computer Science, BS",Y
PI2543,Fall 2021,Cordet,Berkie,Engineering,"Computer Science, BS",Y
PI0791,Fall 2018,Cordingley,Jeannine,Business,"Marketing, BS",N
PI1384,Fall 2018,Cordner,Addi,Agriculture,"Animal Sciences, BS",Y
PI1384,Fall 2019,Cordner,Addi,Agriculture,"Animal Sciences, BS",Y
PI1384,Fall 2020,Cordner,Addi,Agriculture,"Animal Sciences, BS",Y
PI1384,Fall 2021,Cordner,Addi,Agriculture,"Animal Sciences, BS",Y
PI0281,Fall 2020,Cordoba,Shana,Engineering,"Computer Science, BS",Y
PI0281,Fall 2022,Cordoba,Shana,Engineering,"Computer Science, BS",Y
PI1458,Fall 2021,Corington,Xenia,mass communication,"Mass Communication, BA in",Y
PI1458,Fall 2022,Corington,Xenia,Mass Communication,"Mass Communication, BA in",Y
PI1888,Fall 2019,Corlett,Grata,Human Sciences & Education,"Kinesiology, BS",N
PI1888,Fall 2020,Corlett,Grata,Human Sciences & Education,"Kinesiology, BS",N
PI1888,Fall 2021,Corlett,Grata,Human Sciences & Education,"Kinesiology, BS",N
PI2646,Fall 2018,Cornner,Valeda,Engineering,"Mechanical Engineering, BS in",Y
PI2646,Fall 2019,Cornner,Valeda,Engineering,"Mechanical Engineering, BS in",Y
PI2940,Fall 2018,Coronas,Man,Human Sciences & Education,"Kinesiology, BS",Y
PI2940,Fall 2019,Coronas,Man,Human Sciences & Education,"Kinesiology, BS",Y
PI2940,Fall 2020,Coronas,Man,Human Sciences & Education,"Kinesiology, BS",Y
PI2940,Fall 2021,Coronas,Man,Human Sciences & Education,"Kinesiology, BS",Y
PI2300,Fall 2019,Corradino,Odessa,Mass Communication,"Mass Communication, BA in",Y
PI2098,Fall 2021,Corstorphine,Hermie,Engineering,"Mechanical Engineering, BS in",N
PI1223,Fall 2018,Cosans,Paten,Engineering,"Mechanical Engineering, BS in",Y
PI2604,Fall 2022,Coskerry,Dorine,Business,"Marketing, BS",N
PI2140,Fall 2020,Coslett,Nerissa,Science,"Mathematics, BS",Y
PI2140,Fall 2021,Coslett,Nerissa,Science,"Mathematics, BS",Y
PI2140,Fall 2022,Coslett,Nerissa,Science,"Mathematics, BS",Y
PI1177,Fall 2020,Cothey,Karina,Agriculture,"Animal Sciences, BS",Y
PI1177,Fall 2021,Cothey,Karina,Agriculture,"Animal Sciences, BS",Y
PI1177,Fall 2022,Cothey,Karina,Agriculture,"Animal Sciences, BS",Y
PI2263,Fall 2018,Cottam,Hyatt,Business,"Marketing, BS",Y
PI2263,Fall 2019,Cottam,Hyatt,Business,"Marketing, BS",Y
PI2263,Fall 2020,Cottam,Hyatt,Business,"Marketing, BS",Y
PI2263,Fall 2021,Cottam,Hyatt,Business,"Marketing, BS",Y
PI1343,Fall 2018,Cottill,Dylan,Human Sciences & Education,"Kinesiology, BS",Y
PI1343,Fall 2019,Cottill,Dylan,Human Sciences & Education,"Kinesiology, BS",Y
PI1343,Fall 2020,Cottill,Dylan,Human Sciences & Education,"Kinesiology, BS",Y
PI1774,Fall 2020,Cottrill,Cathy,Mass Communication,"Mass Communication, BA in",Y
PI1774,Fall 2021,Cottrill,Cathy,Mass Communication,"Mass Communication, BA in",Y
PI1774,Fall 2022,Cottrill,Cathy,Mass Communication,"Mass Communication, BA in",Y
PI0260,Fall 2018,Coughtrey,Olag,Science,"Biological Sciences, BS",Y
PI0260,Fall 2019,Coughtrey,Olag,Science,"Biological Sciences, BS",Y
PI0260,Fall 2020,Coughtrey,Olag,Science,"Biological Sciences, BS",Y
PI1865,Fall 2022,Coules,Aloysia,Engineering,"Mechanical Engineering, BS in",Y
PI2117,Fall 2018,Coupman,Wallie,Science,"Biological Sciences, BS",Y
PI2117,Fall 2019,Coupman,Wallie,Science,"Biological Sciences, BS",Y
PI2117,Fall 2020,Coupman,Wallie,Science,"Biological Sciences, BS",Y
PI2117,Fall 2021,Coupman,Wallie,Science,"Biological Sciences, BS",Y
PI2493,Fall 2018,Course,Cammi,Mass Communication,"Mass Communication, BA in",Y
PI0839,Fall 2021,Courtenay,Jsandye,Business,"Marketing, BS",Y
PI0839,Fall 2022,Courtenay,Jsandye,Business,"Marketing, BS",Y
PI0333,Fall 2020,Courteney,Sula,Engineering,"Computer Science, BS",Y
PI0333,Fall 2021,Courteney,Sula,Engineering,"Computer Science, BS",Y
PI0333,Fall 2022,Courteney,Sula,Engineering,"Computer Science, BS",Y
PI2687,Fall 2022,Courtman,Alice,Mass Communication,"Mass Communication, BA in",N
PI1890,Fall 2018,Courvert,Hakim,Science,"Biological Sciences, BS",Y
PI1890,Fall 2019,Courvert,Hakim,Science,"Biological Sciences, BS",Y
PI1890,Fall 2020,Courvert,Hakim,Science,"Biological Sciences, BS",Y
PI1890,Fall 2021,Courvert,Hakim,Science,"Biological Sciences, BS",Y
PI2685,Fall 2021,Couser,Natty,Agriculture,"Animal Sciences, BS",N
PI2685,Fall 2022,Couser,Natty,Agriculture,"Animal Sciences, BS",N
PI0878,Fall 2020,Cowl,Kathy,Science,"Biological Sciences, BS",Y
PI0336,Fall 2018,Cowley,Benoit,Human Sciences & Education,"Kinesiology, BS",Y
PI0336,Fall 2019,Cowley,Benoit,Human Sciences & Education,"Kinesiology, BS",Y
PI0336,Fall 2020,Cowley,Benoit,Human Sciences & Education,"Kinesiology, BS",Y
PI0336,Fall 2021,Cowley,Benoit,Human Sciences & Education,"Kinesiology, BS",Y
PI2180,Fall 2019,Cowper,Brand,Engineering,"Mechanical Engineering, BS in",Y
PI2180,Fall 2020,Cowper,Brand,Engineering,"Mechanical Engineering, BS in",Y
PI2180,Fall 2021,Cowper,Brand,Engineering,"Mechanical Engineering, BS in",Y
PI2180,Fall 2022,Cowper,Brand,Engineering,"Mechanical Engineering, BS in",Y
PI1320,Fall 2021,Cowsby,Whitby,Mass Communication,"Mass Communication, BA in",Y
PI1320,Fall 2022,Cowsby,Whitby,Mass Communication,"Mass Communication, BA in",Y
PI0918,Fall 2018,Cowterd,Haskell,Science,"Biological Sciences, BS",Y
PI0918,Fall 2019,Cowterd,Haskell,Science,"Biological Sciences, BS",Y
PI0918,Fall 2020,Cowterd,Haskell,Science,"Biological Sciences, BS",Y
PI0619,Fall 2022,Cowtherd,Erda,Engineering,"Mechanical Engineering, BS in",N
PI0706,Fall 2018,Crab,Celestina,Science,"Chemistry, BS",Y
PI0706,Fall 2019,Crab,Celestina,Science,"Chemistry, BS",Y
PI0706,Fall 2020,Crab,Celestina,Science,"Chemistry, BS",Y
PI2478,Fall 2018,Cracie,Ronny,Human Sciences & Education,"Kinesiology, BS",Y
